america,"Let America be America again.
Let it be the dream it used to be.
Let it be the pioneer on the plain
Seeking a home where he himself is free.
(America never was America to me.)
Let America be the dream the dreamers dreamed--
Let it be that great strong land of love
Where never kings connive nor tyrants scheme
That any man be crushed by one above.
(It never was America to me.)
O, let my land be a land where Liberty
Is crowned with no false patriotic wreath,
But opportunity is real, and life is free,
Equality is in the air we breathe.
(There's never been equality for me,
Nor freedom in this homeland of the free.)
Say, who are you that mumbles in the dark?
And who are you that draws your veil across the stars?
I am the poor white, fooled and pushed apart,
I am the Negro bearing slavery's scars.
I am the red man driven from the land,
I am the immigrant clutching the hope I seek--
And finding only the same old stupid plan
Of dog eat dog, of mighty crush the weak.
I am the young man, full of strength and hope,
Tangled in that ancient endless chain
Of profit, power, gain, of grab the land!
Of grab the gold! Of grab the ways of satisfying need!
Of work the men! Of take the pay!
Of owning everything for one's own greed!
I am the farmer, bondsman to the soil.
I am the worker sold to the machine.
I am the Negro, servant to you all.
I am the people, humble, hungry, mean--
Hungry yet today despite the dream.
Beaten yet today--O, Pioneers!
I am the man who never got ahead,
The poorest worker bartered through the years.
Yet I'm the one who dreamt our basic dream
In the Old World while still a serf of kings,
Who dreamt a dream so strong, so brave, so true,
That even yet its mighty daring sings
In every brick and stone, in every furrow turned
That's made America the land it has become.
O, I'm the man who sailed those early seas
In search of what I meant to be my home--
For I'm the one who left dark Ireland's shore,
And Poland's plain, and England's grassy lea,
And torn from Black Africa's strand I came
To build a homeland of the free.
The free?
Who said the free? Not me?
Surely not me? The millions on relief today?
The millions shot down when we strike?
The millions who have nothing for our pay?
For all the dreams we've dreamed
And all the songs we've sung
And all the hopes we've held
And all the flags we've hung,
The millions who have nothing for our pay--
Except the dream that's almost dead today.
O, let America be America again--
The land that never has been yet--
And yet must be--the land where every man is free.
The land that's mine--the poor man's, Indian's, Negro's, ME--
Who made America,
Whose sweat and blood, whose faith and pain,
Whose hand at the foundry, whose plow in the rain,
Must bring back our mighty dream again.
Sure, call me any ugly name you choose--
The steel of freedom does not stain.
From those who live like leeches on the people's lives,
We must take back our land again,
America!
O, yes,
I say it plain,
America never was America to me,
And yet I swear this oath--
America will be!
Out of the rack and ruin of our gangster death,
The rape and rot of graft, and stealth, and lies,
We, the people, must redeem
The land, the mines, the plants, the rivers.
The mountains and the endless plain--
All, all the stretch of these great green states--
And make America again!"
america,"Although she feeds me bread of bitterness,
And sinks into my throat her tiger's tooth,
Stealing my breath of life, I will confess
I love this cultured hell that tests my youth!
Her vigor flows like tides into my blood,
Giving me strength erect against her hate.
Her bigness sweeps my being like a flood.
Yet as a rebel fronts a king in state,
I stand within her walls with not a shred
Of terror, malice, not a word of jeer.
Darkly I gaze into the days ahead,
And see her might and granite wonders there,
Beneath the touch of Time's unerring hand,
Like priceless treasures sinking in the sand."
america,"'Twas mercy brought me from my Pagan land,
Taught my benighted soul to understand
That there's a God, that there's a Saviour too:
Once I redemption neither sought nor knew.
Some view our sable race with scornful eye,
Their colour is a diabolic die.
Remember, Christians, Negro's, black as Cain,
May be refin'd, and join th' angelic train."
america,"I Hear America singing, the varied carols I hear;
Those of mechanics--each one singing his, as it should be, blithe and strong;
The carpenter singing his, as he measures his plank or beam,
The mason singing his, as he makes ready for work, or leaves off work;
The boatman singing what belongs to him in his boat--the deckhand singing on the steamboat deck;
The shoemaker singing as he sits on his bench--the hatter singing as he stands;
The wood-cutter's song--the ploughboy's, on his way in the morning, or at the noon intermission, or at sundown;
The delicious singing of the mother--or of the young wife at work--or of the girl sewing or washing--Each singing what belongs to her, and to none else;
The day what belongs to the day--At night, the party of young fellows, robust, friendly,
Singing, with open mouths, their strong melodious songs."
america,"O beautiful for spacious skies,
For amber waves of grain,
For purple mountain majesties
Above the fruited plain!
America! America!
God shed His grace on thee
And crown thy good with brotherhood
From sea to shining sea!
O beautiful for pilgrim feet,
Whose stern, impassioned stress
A thoroughfare for freedom beat
Across the wilderness!
America! America!
God mend thine every flaw,
Confirm thy soul in self-control,
Thy liberty in law!
O beautiful for heroes proved
In liberating strife,
Who more than self their country loved,
And mercy more than life!
America! America!
May God thy gold refine,
Till all success be nobleness,
And every gain divine!
O beautiful for patriot dream
That sees beyond the years
Thine alabaster cities gleam
Undimmed by human tears!
America! America!
God shed His grace on thee
And crown thy good with brotherhood
From sea to shining sea!"
america,"I.
ADIEU, New-England's smiling meads,
Adieu, the flow'ry plain:
I leave thine op'ning charms, O spring,
And tempt the roaring main.
II.
In vain for me the flow'rets rise,
And boast their gaudy pride,
While here beneath the northern skies
I mourn for health deny'd.
III.
Celestial maid of rosy hue,
O let me feel thy reign!
I languish till thy face I view,
Thy vanish'd joys regain.
IV.
Susanna mourns, nor can I bear
To see the crystal show'r,
Or mark the tender falling tear
At sad departure's hour;
V.
Not unregarding can I see
Her soul with grief opprest:
But let no sighs, no groans for me,
Steal from her pensive breast.
VI.
In vain the feather'd warblers sing,
In vain the garden blooms,
And on the bosom of the spring
Breathes out her sweet perfumes.
VII.
While for Britannia's distant shore
We sweep the liquid plain,
And with astonish'd eyes explore
The wide-extended main.
VIII.
Lo! Health appears! celestial dame!
Complacent and serene,
With Hebe's mantle o'er her Frame,
With soul-delighting mein.
IX.
To mark the vale where London lies
With misty vapours crown'd,
Which cloud Aurora's thousand dyes,
And veil her charms around.
X.
Why, Phoebus, moves thy car so slow?
So slow thy rising ray?
Give us the famous town to view,
Thou glorious king of day!
XI.
For thee, Britannia, I resign
New-England's smiling fields;
To view again her charms divine,
What joy the prospect yields!
XII.
But thou!  Temptation hence away,
With all thy fatal train,
Nor once seduce my soul away,
By thine enchanting strain.
XIII.
Thrice happy they, whose heav'nly shield
Secures their souls from harms,
And fell Temptation on the field
Of all its pow'r disarms!"
america,"The shadowy Daughter of Urthona stood before red Orc,
When fourteen suns had faintly journey'd o'er his dark abode:
His food she brought in iron baskets, his drink in cups of iron:
Crown'd with a helmet and dark hair the nameless female stood;
A quiver with its burning stores, a bow like that of night,
When pestilence is shot from heaven: no other arms she need!
Invulnerable though naked, save where clouds roll round her loins
Their awful folds in the dark air: silent she stood as night;
For never from her iron tongue could voice or sound arise,
But dumb till that dread day when Orc assay'd his fierce embrace.
'Dark Virgin,' said the hairy youth, 'thy father stern, abhorr'd,
Rivets my tenfold chains while still on high my spirit soars;
Sometimes an Eagle screaming in the sky, sometimes a Lion
Stalking upon the mountains, and sometimes a Whale, I lash
The raging fathomless abyss; anon a Serpent folding
Around the pillars of Urthona, and round thy dark limbs
On the Canadian wilds I fold; feeble my spirit folds,
For chain'd beneath I rend these caverns: when thou bringest food
I howl my joy, and my red eyes seek to behold thy face--
In vain! these clouds roll to and fro, and hide thee from my sight.'
Silent as despairing love, and strong as jealousy,
The hairy shoulders rend the links; free are the wrists of fire;
Round the terrific loins he seiz'd the panting, struggling womb;
It joy'd: she put aside her clouds and smiled her first-born smile,
As when a black cloud shews its lightnings to the silent deep.
Soon as she saw the terrible boy, then burst the virgin cry:
'I know thee, I have found thee, and I will not let thee go:
Thou art the image of God who dwells in darkness of Africa,
And thou art fall'n to give me life in regions of dark death.
On my American plains I feel the struggling afflictions
Endur'd by roots that writhe their arms into the nether deep.
I see a Serpent in Canada who courts me to his love,
In Mexico an Eagle, and a Lion in Peru;
I see a Whale in the south-sea, drinking my soul away.
O what limb-rending pains I feel! thy fire and my frost
Mingle in howling pains, in furrows by thy lightnings rent.
This is eternal death, and this the torment long foretold.'"
america,"'Tis fine to see the Old World and travel up and down
Among the famous palaces and cities of renown,
To admire the crumblyh castles and the statues and kings
But now I think I've had enough of antiquated things.
So it's home again, and home again, America for me!
My heart is turning home again and there I long to be,
In the land of youth and freedom, beyond the ocean bars,
Where the air is full of sunlight and the flag is full of stars.
Oh, London is a man's town, there's power in the air;
And Paris is a woman's town, with flowers in her hair;
And it's sweet to dream in Venice, and it's great to study Rome;
But when it comes to living there is no place like home.
I like the German fir-woods in green battalions drilled;
I like the gardens of Versailles with flashing foutains filled;
But, oh, to take your had, my dear, and ramble for a day
In the friendly western woodland where Nature has her sway!
I know that Europe's wonderful, yet something seems to lack!
The Past is too much with her, and the people looking back.
But the glory of the Present is to make the Future free--
We love our land for what she is and what she is to be.
Oh, it's home again, and home again, America for me!
I want a ship that's westward bound to plough the rolling sea,
To the blessed Land of Room Enough, beyond the ocean bars,
Where the air is full of sunlight and the flag is full of stars."
america,"'Tis the witching hour of night,
Orbed is the moon and bright,
And the stars they glisten, glisten,
Seeming with bright eyes to listen --
For what listen they?
For a song and for a charm,
See they glisten in alarm,
And the moon is waxing warm
To hear what I shall say.
Moon! keep wide thy golden ears --
Hearken, stars! and hearken, spheres! --
Hearken, thou eternal sky!
I sing an infant's lullaby,
A pretty lullaby.
Listen, listen, listen, listen,
Glisten, glisten, glisten, glisten,
And hear my lullaby!
Though the rushes that will make
Its cradle still are in the lake --
Though the linen that will be
Its swathe, is on the cotton tree --
Though the woollen that will keep
It warm, is on the silly sheep --
Listen, starlight, listen, listen,
Glisten, glisten, glisten, glisten,
And hear my lullaby!
Child, I see thee! Child, I've found thee
Midst of the quiet all around thee!
And thy mother sweet is nigh thee!
But a Poet evermore!
See, see, the lyre, the lyre,
In a flame of fire,
Upon the little cradle's top
Flaring, flaring, flaring,
Past the eyesight's bearing,
Awake it from its sleep,
And see if it can keep
Its eyes upon the blaze --
Amaze, amaze!
It stares, it stares, it stares,
It dares what no one dares!
It lifts its little hand into the flame
Unharm'd, and on the strings
Paddles a little tune, and sings,
With dumb endeavour sweetly --
Bard art thou completely!
Little child
O' th' western wild,
Bard art thou completely!
Sweetly with dumb endeavour,
A Poet now or never,
Little child
O' th' western wild,
A Poet now or never!"
america,"I love thine inland seas,
Thy groves of giant trees,
Thy rolling plains;
Thy rivers' mighty sweep,
Thy mystic canyons deep,
Thy mountains wild and steep,
All thy domains;
Thy silver Eastern strands,
Thy Golden Gate that stands
Wide to the West;
Thy flowery Southland fair,
Thy sweet and crystal air, --
O land beyond compare,
Thee I love best!
Additional verses for the
National Hymn,
March, 1906."
