death,"Let me die a youngman's death
not a clean and inbetween
the sheets holywater death
not a famous-last-words
peaceful out of breath death
When I'm 73
and in constant good tumour
may I be mown down at dawn
by a bright red sports car
on my way home
from an allnight party
Or when I'm 91
with silver hair
and sitting in a barber's chair
may rival gangsters
with hamfisted tommyguns burst in
and give me a short back and insides
Or when I'm 104
and banned from the Cavern
may my mistress
catching me in bed with her daughter
and fearing for her son
cut me up into little pieces
and throw away every piece but one
Let me die a youngman's death
not a free from sin tiptoe in
candle wax and waning death
not a curtains drawn by angels borne
'what a nice way to go' death"
death,"And death shall have no dominion.
Dead man naked they shall be one
With the man in the wind and the west moon;
When their bones are picked clean and the clean bones gone,
They shall have stars at elbow and foot;
Though they go mad they shall be sane,
Though they sink through the sea they shall rise again;
Though lovers be lost love shall not;
And death shall have no dominion.
And death shall have no dominion.
Under the windings of the sea
They lying long shall not die windily;
Twisting on racks when sinews give way,
Strapped to a wheel, yet they shall not break;
Faith in their hands shall snap in two,
And the unicorn evils run them through;
Split all ends up they shan't crack;
And death shall have no dominion.
And death shall have no dominion.
No more may gulls cry at their ears
Or waves break loud on the seashores;
Where blew a flower may a flower no more
Lift its head to the blows of the rain;
Though they be mad and dead as nails,
Heads of the characters hammer through daisies;
Break in the sun till the sun breaks down,
And death shall have no dominion."
death,"Death be not proud, though some have called thee
Mighty and dreadfull, for, thou art not soe,
For, those, whom thou think'st, thou dost overthrow,
Die not, poore death, nor yet canst thou kill mee.
From rest and sleepe, which but thy pictures bee,
Much pleasure, then from thee, much more must flow,
And soonest our best men with thee doe goe,
Rest of their bones, and soules deliverie.
Thou art slave to Fate, Chance, kings, and desperate men,
And dost with poyson, warre, and sicknesse dwell,
And poppie, or charmes can make us sleepe as well,
And better then thy stroake; why swell'st thou then?
One short sleepe past, wee wake eternally,
And death shall be no more; death, thou shalt die."
death,"Death is nothing at all.
I have only slipped away to the next room.
I am I and you are you.
Whatever we were to each other,
That, we still are.
Call me by my old familiar name.
Speak to me in the easy way
which you always used.
Put no difference into your tone.
Wear no forced air of solemnity or sorrow.
Laugh as we always laughed
at the little jokes we enjoyed together.
Play, smile, think of me.  Pray for me.
Let my name be ever the household word
that it always was.
Let it be spoken without effect.
Without the trace of a shadow on it.
Life means all that it ever meant.
It is the same that it ever was.
There is absolute unbroken continuity.
Why should I be out of mind
because I am out of sight?
I am but waiting for you.
For an interval.
Somewhere. Very near.
Just around the corner.
All is well.
Nothing is past; nothing is lost. One brief moment and all will be as it was before only better, infinitely happier and forever we will all be one together with Christ."
death,"Because I could not stop for Death-
He kindly stopped for me-
The Carriage held but just Ourselves-
And Immortality.
We slowly drove- He knew no haste
And I had put away
My labor and my leisure too,
For His Civility-
We passed the School, where Children strove
At Recess- in the Ring-
We passed the Fields of Gazing Grain-
We passed the Setting Sun-
Or rather- He passed us-
The Dews drew quivering and chill-
For only Gossamer, my Gown-
My Tippet- only Tulle-
We paused before a House that seemed
A Swelling of the Ground-
The Roof was scarcely visible-
The Cornice- in the Ground-
Since then- 'tis Centuries- and yet
Feels shorter than the Day
I first surmised the Horses' Heads
Were toward Eternity-"
death,"Never until the mankind making
Bird beast and flower
Fathering and all humbling darkness
Tells with silence the last light breaking
And the still hour
Is come of the sea tumbling in harness
And I must enter again the round
Zion of the water bead
And the synagogue of the ear of corn
Shall I let pray the shadow of a sound
Or sow my salt seed
In the least valley of sackcloth to mourn
The majesty and burning of the child's death.
I shall not murder
The mankind of her going with a grave truth
Nor blaspheme down the stations of the breath
With any further
Elegy of innocence and youth.
Deep with the first dead lies London's daughter,
Robed in the long friends,
The grains beyond age, the dark veins of her mother,
Secret by the unmourning water
Of the riding Thames.
After the first death, there is no other."
death,"There are cemeteries that are lonely,
graves full of bones that do not make a sound,
the heart moving through a tunnel,
in it darkness, darkness, darkness,
like a shipwreck we die going into ourselves,
as though we were drowning inside our hearts,
as though we lived falling out of the skin into the soul.
And there are corpses,
feet made of cold and sticky clay,
death is inside the bones,
like a barking where there are no dogs,
coming out from bells somewhere, from graves somewhere,
growing in the damp air like tears of rain.
Sometimes I see alone
coffins under sail,
embarking with the pale dead, with women that have dead hair,
with bakers who are as white as angels,
and pensive young girls married to notary publics,
caskets sailing up the vertical river of the dead,
the river of dark purple,
moving upstream with sails filled out by the sound of death,
filled by the sound of death which is silence.
Death arrives among all that sound
like a shoe with no foot in it, like a suit with no man in it,
comes and knocks, using a ring with no stone in it, with no
finger in it,
comes and shouts with no mouth, with no tongue, with no
throat.
Nevertheless its steps can be heard
and its clothing makes a hushed sound, like a tree.
I'm not sure, I understand only a little, I can hardly see,
but it seems to me that its singing has the color of damp violets,
of violets that are at home in the earth,
because the face of death is green,
and the look death gives is green,
with the penetrating dampness of a violet leaf
and the somber color of embittered winter.
But death also goes through the world dressed as a broom,
lapping the floor, looking for dead bodies,
death is inside the broom,
the broom is the tongue of death looking for corpses,
it is the needle of death looking for thread.
Death is inside the folding cots:
it spends its life sleeping on the slow mattresses,
in the black blankets, and suddenly breathes out:
it blows out a mournful sound that swells the sheets,
and the beds go sailing toward a port
where death is waiting, dressed like an admiral.
Translated by Robert Bly"
death,"I DREAMED that one had died in a strange place
Near no accustomed hand,
And they had nailed the boards above her face,
The peasants of that land,
Wondering to lay her in that solitude,
And raised above her mound
A cross they had made out of two bits of wood,
And planted cypress round;
And left her to the indifferent stars above
Until I carved these words:
i{She was more beautiful than thy first love,}
i{But now lies under boards.}"
death,"The dark wings of night enfolded the city upon which Nature had spread a pure white garment of snow; and men deserted the streets for their houses in search of warmth, while the north wind probed in contemplation of laying waste the gardens. There in the suburb stood an old hut heavily laden with snow and on the verge of falling. In a dark recess of that hovel was a poor bed in which a dying youth was lying, staring at the dim light of his oil lamp, made to flicker by the entering winds. He a man in the spring of life who foresaw fully that the peaceful hour of freeing himself from the clutches of life was fast nearing. He was awaiting Death's visit gratefully, and upon his pale face appeared the dawn of hope; and on his lops a sorrowful smile; and in his eyes forgiveness.
He was poet perishing from hunger in the city of living rich. He was placed in the earthly world to enliven the heart of man with his beautiful and profound sayings. He as noble soul, sent by the Goddess of Understanding to soothe and make gentle the human spirit. But alas! He gladly bade the cold earth farewell without receiving a smile from its strange occupants.
He was breathing his last and had no one at his bedside save the oil lamp, his only companion, and some parchments upon which he had inscribed his heart's feeling. As he salvaged the remnants of his withering strength he lifted his hands heavenward; he moved his eyes hopelessly, as if wanting to penetrate the ceiling in order to see the stars from behind the veil clouds.
And he said, Come, oh beautiful Death; my soul is longing for you. Come close to me and unfasten the irons life, for I am weary of dragging them. Come, oh sweet Death, and deliver me from my neighbors who looked upon me as a stranger because I interpret to them the language of the angels. Hurry, oh peaceful Death, and carry me from these multitudes who left me in the dark corner of oblivion because I do not bleed the weak as they do. Come, oh gentle Death, and enfold me under your white wings, for my fellowmen are not in want of me. Embrace me, oh Death, full of love and mercy; let your lips touch my lips which never tasted a mother's kiss, not touched a sister's cheeks, not caresses a sweetheart's fingertips. Come and take me, by beloved Death.
Then, at the bedside of the dying poet appeared an angel who possessed a supernatural and divine beauty, holding in her hand a wreath of lilies. She embraced him and closed his eyes so he could see no more, except with the eye of his spirit. She impressed a deep and long and gently withdrawn kiss that left and eternal smile of fulfillment upon his lips. Then the hovel became empty and nothing was lest save parchments and papers which the poet had strewn with bitter futility.
Hundreds of years later, when the people of the city arose from the diseases slumber of ignorance and saw the dawn of knowledge, they erected a monument in the most beautiful garden of the city and celebrated a feast every year in honor of that poet, whose writings had freed them. Oh, how cruel is man's ignorance!"
death,"Hey Father Death, I'm flying home
Hey poor man, you're all alone
Hey old daddy, I know where I'm going
Father Death, Don't cry any more
Mama's there, underneath the floor
Brother Death, please mind the store
Old Aunty Death Don't hide your bones
Old Uncle Death I hear your groans
O Sister Death how sweet your moans
O Children Deaths go breathe your breaths
Sobbing breasts'll ease your Deaths
Pain is gone, tears take the rest
Genius Death your art is done
Lover Death your body's gone
Father Death I'm coming home
Guru Death your words are true
Teacher Death I do thank you
For inspiring me to sing this Blues
Buddha Death, I wake with you
Dharma Death, your mind is new
Sangha Death, we'll work it through
Suffering is what was born
Ignorance made me forlorn
Tearful truths I cannot scorn
Father Breath once more farewell
Birth you gave was no thing ill
My heart is still, as time will tell."
